,Country,City,Latitude,Longitude,Max Temperature,Humidity,Wind Speed,Cloudiness,Date
353,US,Havelock,34.8791,-76.9013,285.14,60,5.01,100,1636056419
354,US,Alamosa,37.4695,-105.87,290.18,32,1.54,1,1636056298
355,IT,Tortolì,39.9256,9.6572,287.42,73,2.03,13,1636056419
356,AR,Alberdi,-32.8899,-60.6906,304.77,41,0.45,0,1636056420
357,PT,Lata,40.1629,-8.3327,285.82,84,1.21,2,1636056420
358,PH,Minuri,16.535,121.8574,293.94,94,0.55,91,1636056421
359,US,Broome,42.2506,-75.833,281.51,61,0.45,90,1636056422
360,PT,Vila Franca do Campo,37.7167,-25.4333,293.81,77,6.89,100,1636056422
361,MX,Pochutla,15.7432,-96.4661,305.27,55,3.25,73,1636056423
362,US,Lompoc,34.6391,-120.4579,301.49,60,6.17,1,1636056424
363,SO,Hobyo,5.3505,48.5268,299.93,74,4.66,16,1636056424
364,UY,Chui,-33.6971,-53.4616,295.15,82,3.67,48,1636056425
365,NZ,Gisborne,-38.6533,178.0042,287.01,99,4.0,100,1636056425
366,SB,Kirakira,-10.4544,161.9205,300.01,83,2.85,95,1636056426
367,MX,Ixtapa,20.7,-105.2,303.28,70,1.34,16,1636056426
368,RU,Atemar,54.181,45.4091,276.69,55,6.18,100,1636056427
369,RU,Provideniya,64.3833,-173.3,262.58,79,4.91,87,1636056428
370,ID,Labuhan,-6.8844,112.2051,299.04,81,2.16,100,1636056428
371,RU,Kropotkin,45.4375,40.5756,286.16,74,2.8,93,1636056429
372,PE,Pisco,-13.7,-76.2167,294.18,73,11.83,0,1636056429
373,CI,Grand-Lahou,5.1367,-5.0242,299.45,82,2.81,76,1636056430
374,MZ,Maputo,-25.9653,32.5892,296.05,81,2.24,91,1636056431
375,MZ,Nacala,-14.5428,40.6728,297.19,91,2.5,15,1636056431
376,CN,Yakeshi,49.2833,120.7333,272.75,60,2.18,100,1636056432
377,RU,Sovetskiy,61.3614,63.5842,273.32,88,5.07,46,1636056432
378,RU,Dudinka,69.4058,86.1778,271.83,96,11.35,100,1636056433
379,ZA,Upington,-28.4478,21.2561,297.18,15,3.31,0,1636056433
380,EG,Hurghada,27.2574,33.8129,297.81,49,5.27,0,1636056159
381,PR,Guánica,17.9716,-66.908,303.74,75,1.79,17,1636056434
382,MN,Khovd,48.0056,91.6419,259.7,59,1.04,4,1636056435
383,ID,Ambulu,-8.345,113.6058,297.28,94,1.63,100,1636056435
384,RU,Seymchan,62.8833,152.4333,253.03,98,0.68,39,1636056436
385,AZ,Nardaran,40.5561,50.0056,286.95,62,3.09,0,1636056436
386,CN,Kumul,42.8,93.45,272.73,41,11.57,100,1636056184
387,CN,Liaoyang,41.2719,123.1731,283.33,84,3.2,0,1636056437
388,CA,Slave Lake,55.2834,-114.769,281.38,56,3.65,73,1636056438
389,IS,Hofn,64.2539,-15.2082,278.72,58,3.5,100,1636056438
390,TL,Airai,-8.9266,125.4092,289.42,74,1.09,98,1636056439
391,TZ,Musoma,-1.5,33.8,293.64,77,2.54,77,1636056439
392,BO,Chimoré,-16.9833,-65.1333,305.6,48,1.74,98,1636056440
393,SD,Doka,13.5167,35.7667,301.63,37,0.77,0,1636056441
394,RU,Chernogolovka,56.0,38.3667,280.49,94,2.29,98,1636056441
395,LK,Matara,5.9485,80.5353,297.79,91,2.94,89,1636056442
396,CL,Constitución,-35.3333,-72.4167,289.67,46,11.88,0,1636056356
397,BR,Acaraú,-2.8856,-40.12,301.53,69,6.99,56,1636056443
398,GL,Paamiut,61.994,-49.6678,271.1,83,2.72,84,1636056443
399,US,Merrill,45.1805,-89.6835,282.02,59,2.57,40,1636056444
400,US,Nome,64.5011,-165.4064,267.19,80,0.0,90,1636056346
401,JP,Tateyama,34.9833,139.8667,287.16,68,4.58,21,1636056445
402,PG,Port Moresby,-9.4431,147.1797,297.17,84,1.82,9,1636056445
403,CN,Yangmei,24.1023,112.5618,293.02,92,1.41,99,1636056446
404,CA,Marystown,47.1666,-55.1483,280.85,100,2.68,78,1636056383
405,RU,Kyzyl,51.7,94.45,251.92,83,1.37,22,1636056446
406,OM,Sur,22.5667,59.5289,297.28,65,2.82,4,1636056447
407,BR,Pauini,-7.7136,-66.9764,302.95,63,1.08,100,1636056448
408,CI,Ayamé,5.6083,-3.1563,296.98,93,1.81,45,1636056448
409,GE,Khani,41.9563,42.9566,281.91,78,2.11,11,1636056449
410,IN,Port Blair,11.6667,92.75,300.03,76,1.33,72,1636056449
411,US,Magalia,39.8121,-121.5783,290.2,75,3.58,60,1636056447
412,IT,Province of Mantua,45.1667,10.7833,284.09,87,0.45,13,1636056450
413,EG,Marsá Maţrūḩ,31.3525,27.2453,295.95,76,4.29,0,1636056450
414,AO,Mossamedes,-15.1961,12.1522,291.88,84,0.97,70,1636056451
415,SN,Dakar,14.6937,-17.4441,300.64,75,4.14,84,1636056152
416,PT,Ponta Delgada,37.7333,-25.6667,293.98,77,7.72,40,1636056452
417,FR,Ramonville-Saint-Agne,43.5462,1.4749,282.03,87,2.57,0,1636056453
418,PK,Keti Bandar,24.1447,67.4497,299.41,52,2.77,34,1636056453
419,ID,Ruteng,-8.6136,120.4721,290.15,88,0.37,89,1636056454
420,JM,Morant Bay,17.8815,-76.4093,302.4,66,4.18,12,1636056454
421,IN,Porbandar,21.6422,69.6093,299.46,51,1.75,100,1636056455
422,CA,Torbay,47.6666,-52.7314,280.24,77,13.38,75,1636056200
423,TW,Taitung City,22.7583,121.1444,296.74,92,2.17,97,1636056455
424,MX,Mulegé,26.8833,-111.9833,302.61,28,4.91,0,1636056456
425,UY,Paso de los Toros,-32.8167,-56.5167,298.2,67,2.23,89,1636056457
426,RU,Ust'-Ishim,57.6935,71.1665,269.42,87,4.05,78,1636056457
427,US,Morehead,37.2711,-87.1764,285.29,38,1.34,1,1636056458
428,RU,Bilibino,68.0546,166.4372,249.8,99,0.84,99,1636056458
429,PK,Ormara,25.2088,64.6357,298.78,65,4.21,6,1636056459
430,CA,Halifax,44.6453,-63.5724,282.71,55,0.45,57,1636056319
431,JP,Nishihara,26.1842,127.7558,294.75,60,3.6,0,1636056459
432,TZ,Kigoma,-4.8769,29.6267,297.04,75,2.46,24,1636056460
433,US,Kenai,60.5544,-151.2583,274.83,96,2.57,90,1636056339
434,AU,Port Lincoln,-34.7333,135.8667,287.77,85,5.07,100,1636056461
435,BR,Pimenta Bueno,-11.6725,-61.1936,302.86,64,1.64,74,1636056461
436,SO,Berbera,10.4396,45.0143,301.16,52,0.41,4,1636056462
437,US,Waynesville,35.4887,-82.9887,281.06,92,0.89,100,1636056462
438,TZ,Mtimbira,-8.7833,36.35,300.07,44,2.21,0,1636056463
439,AO,Menongue,-14.6585,17.691,295.73,50,1.49,100,1636056463
440,AR,Río Gallegos,-51.6226,-69.2181,285.58,43,17.43,100,1636056464
441,NO,Havøysund,70.9963,24.6622,274.28,73,3.3,99,1636056464
442,RU,Severo-Kuril'sk,50.6789,156.125,275.25,80,1.69,100,1636056465
443,GB,Northam,51.0333,-4.2167,282.38,74,5.58,87,1636056466
444,CL,Iquique,-20.2208,-70.1431,293.17,68,2.68,5,1636056238
445,FI,Äänekoski,62.6946,25.818,280.19,94,3.5,91,1636056467
446,MX,Coahuayana Viejo,18.7333,-103.6833,304.75,55,2.84,54,1636056467
447,ID,Ambon City,-3.6954,128.1814,300.38,79,1.62,100,1636056468
448,IN,Dhārchula,29.85,80.5333,283.69,36,3.02,0,1636056468
449,BB,Bathsheba,13.2167,-59.5167,300.85,69,7.08,28,1636056469
450,US,San Antonio,29.4241,-98.4936,287.1,76,3.09,90,1636055700
451,CN,Nong’an,44.382,125.1685,279.12,91,2.89,0,1636056470
452,NA,Henties Bay,-22.116,14.2845,288.41,88,3.44,57,1636056470
453,CA,Deep River,46.1001,-77.4995,278.39,35,1.16,4,1636056471
454,BR,Boca do Acre,-8.7522,-67.3978,303.26,61,0.75,97,1636056471
455,RU,Kazachinskoye,57.6953,93.2761,260.59,76,4.65,99,1636056472
456,MX,Sonoita,31.85,-112.8333,304.0,13,0.68,0,1636056472
457,GA,Port-Gentil,-0.7193,8.7815,299.29,86,5.56,100,1636056473
458,IT,Province of Trapani,37.8333,12.6667,291.32,85,3.42,97,1636056474
459,RU,Kargopol',61.5071,38.9456,279.45,92,3.58,99,1636056474
460,BR,Coxim,-18.5067,-54.76,308.43,36,4.3,99,1636056475
461,BO,Caranavi,-15.8167,-67.55,295.75,82,0.78,100,1636056475
462,ID,Waingapu,-9.6567,120.2641,300.38,80,2.16,62,1636056476
463,ET,Āsbe Teferī,9.0833,40.8667,289.14,29,0.62,0,1636056435
464,US,College,64.8569,-147.8028,269.59,88,0.0,75,1636056477
465,ES,Santa Lucía,27.9117,-15.5407,290.77,78,7.72,75,1636056477
466,NO,Harstad,68.799,16.5293,278.72,100,3.43,97,1636056478
467,NO,Honningsvåg,70.9821,25.9704,274.89,86,1.03,75,1636056479
468,CA,Quesnel,52.9999,-122.5029,284.59,73,5.73,100,1636056207
469,PE,Paita,-5.0892,-81.1144,297.46,71,7.01,79,1636056480
470,NG,Wawa,9.9022,4.4192,301.67,51,1.62,51,1636056480
471,ID,Gorontalo,0.5412,123.0595,296.97,94,1.28,97,1636056481
472,PE,San Jerónimo,-11.9472,-75.2829,291.48,46,3.99,68,1636056482
473,CA,Assiniboia,49.6334,-105.9845,290.58,37,4.47,39,1636056318
474,ZW,Hwange,-18.3693,26.5019,303.07,32,1.39,84,1636056483
475,TM,Akdepe,42.0551,59.3788,269.15,26,8.2,0,1636056484
476,NL,Provincie Utrecht,52.0,5.25,282.6,93,0.45,12,1636056248
477,EC,Santa Elena,-2.2333,-80.85,296.32,74,3.95,99,1636056485
478,US,Rome,34.257,-85.1647,283.27,90,2.06,90,1636056340
479,US,Juneau,58.3019,-134.4197,278.76,99,1.54,90,1636056331
480,RU,Zeya,53.75,127.2667,272.91,94,3.28,100,1636056490
481,KZ,Abay,49.6311,72.8539,255.36,92,2.65,20,1636056491
482,KZ,Oskemen,49.9565,82.6119,259.33,95,1.09,56,1636056491
483,RU,Klyuchi,52.2667,79.1667,264.16,83,5.7,73,1636056492
484,HK,Hong Kong,22.2855,114.1577,298.89,87,0.89,29,1636056108
485,MZ,Beira,-19.8436,34.8389,299.2,83,6.69,75,1636056492
486,UA,Druzhba,52.0428,33.9453,282.19,88,5.5,100,1636056493
487,CD,Inongo,-1.95,18.2667,295.41,90,1.09,67,1636056494
488,CI,Zuénoula,7.4292,-6.0431,299.09,67,0.59,16,1636056494
489,FR,Revin,49.9404,4.635,280.99,99,2.47,93,1636056495
490,MR,Adrar,20.5022,-10.0711,300.24,18,2.55,2,1636056495
491,JM,Bull Savanna,17.8868,-77.5902,301.39,64,5.46,16,1636056496
492,CD,Mangai,-4.05,19.5333,294.03,98,0.31,26,1636056497
493,US,Westport,41.1415,-73.3579,284.23,46,0.45,1,1636056497
494,RU,Yar-Sale,66.8333,70.8333,273.92,89,10.57,100,1636056498
495,CN,Tailai,46.3833,123.4,276.73,56,2.61,99,1636056498
496,AR,Viedma,-40.8135,-62.9967,291.47,21,5.33,91,1636056499
497,PE,Chimbote,-9.0853,-78.5783,292.99,73,4.73,85,1636056296
498,BR,Ipixuna,-1.7625,-48.8043,303.12,64,2.48,73,1636056500
499,CA,Lloydminster,53.2835,-110.0016,282.48,38,3.81,45,1636056501
500,SB,Honiara,-9.4333,159.95,298.91,86,1.08,100,1636056502
501,BR,Carutapera,-1.195,-46.02,301.57,70,2.74,100,1636056502
502,CO,Miranda,3.2499,-76.2281,297.0,76,0.9,75,1636056503
503,US,Taylor,32.3001,-99.8337,287.0,65,1.34,75,1636056503
504,US,Wasilla,61.5814,-149.4394,279.55,59,3.58,40,1636056504
505,CA,Bonavista,48.6499,-53.1147,279.88,86,13.44,40,1636056505
506,PH,Hilantagaan,11.1943,123.8131,300.6,82,4.19,100,1636056505
507,NO,Raufoss,60.7264,10.6172,276.4,89,1.14,14,1636056506
508,PW,Palau,7.503,134.621,299.13,89,2.57,75,1636056507
509,IS,Grindavik,63.8424,-22.4338,279.41,87,6.17,75,1636056507
510,US,Rapid City,44.0805,-103.231,294.01,36,0.89,1,1636056482
511,PG,Daru,-9.0763,143.2092,298.88,84,5.6,49,1636056508
512,IN,Alirajpur,22.3031,74.3546,293.85,52,3.01,65,1636056509
513,CA,Fort Nelson,58.8053,-122.7002,277.61,63,0.61,55,1636056427
514,BR,Canguçu,-31.395,-52.6756,297.71,70,2.44,22,1636056510
515,BO,Colomi,-17.35,-65.8667,286.06,75,4.56,83,1636056510
516,GL,Ilulissat,69.2167,-51.1,272.16,55,6.69,40,1636056511
517,US,Aransas Pass,27.9095,-97.15,289.17,79,6.69,90,1636056511
518,KZ,Batamshinskiy,50.5594,58.2747,267.78,41,3.66,0,1636056512
519,RU,Krutinka,56.0055,71.5113,270.04,81,6.85,99,1636056512
520,AO,Lubango,-14.9172,13.4925,289.03,72,1.28,100,1636056513
521,RU,Tayshet,55.9342,98.0044,260.43,72,5.7,100,1636056514
522,CA,Vanderhoof,54.0166,-124.0198,278.82,97,2.31,100,1636056272
523,MZ,Xai-Xai,-25.0519,33.6442,294.47,81,4.23,6,1636056514
524,CN,Yining,29.0361,114.5636,290.36,96,0.5,98,1636056515
525,PT,Areosa,41.7178,-8.8571,285.0,73,6.17,4,1636056515
526,RU,Talnakh,69.4865,88.3972,270.4,96,7.56,100,1636056516
527,EG,Damietta,31.4165,31.8133,295.95,73,4.97,2,1636056433
528,CA,Merritt,50.1123,-120.7942,282.84,87,2.29,99,1636056517
529,RU,Borovoy,55.4333,86.0833,258.75,85,5.0,0,1636056518
530,BR,Rondonópolis,-16.4708,-54.6356,298.93,78,2.08,100,1636056518
531,RU,Sosnovo-Ozerskoye,52.5249,111.5418,257.3,62,6.37,18,1636056519
532,BJ,Parakou,9.3372,2.6303,300.55,54,1.82,5,1636056519
533,MX,Acapulco de Juárez,16.8634,-99.8901,302.05,71,2.83,60,1636056013
534,NI,Managua,12.1328,-86.2504,302.61,63,1.7,20,1636056520
535,JM,Black River,18.0264,-77.8487,303.7,67,3.39,22,1636056521
536,PH,Sarangani,5.4033,125.4636,301.63,75,5.62,90,1636056521
537,MX,Matamoros,25.5333,-103.25,295.54,45,5.8,39,1636056522
538,PT,Vila,42.0304,-8.1588,278.89,91,1.68,7,1636056522
539,IN,Karwar,14.8,74.1333,298.22,87,1.97,100,1636056523
540,UY,Paso de Carrasco,-34.8603,-56.0522,296.23,78,5.14,40,1636056523
541,US,Ruidoso,33.3317,-105.673,290.4,31,5.14,1,1636056524
542,CA,Iqaluit,63.7506,-68.5145,263.5,84,1.57,37,1636056524
543,LY,Jalu,29.0331,21.5482,299.23,25,4.18,1,1636056525
544,US,Laguna,38.421,-121.4238,294.68,63,1.34,20,1636056525
545,KZ,Zholymbet,51.7433,71.7122,264.57,72,6.88,26,1636056526
546,LV,Saldus,56.6636,22.4881,280.51,93,6.16,100,1636056527
547,US,‘Āhuimanu,21.4447,-157.8378,301.99,73,6.17,40,1636056527
548,BR,Bonfim,3.0833,-59.95,307.81,37,2.69,93,1636056528
549,US,Homer,59.6425,-151.5483,277.08,93,3.09,90,1636056528
550,WS,Lufilufi,-13.8745,-171.5986,303.03,80,4.41,94,1636056529
551,TR,Antalya Province,36.7741,30.7178,290.48,82,2.57,0,1636056529
552,CN,Wanning,18.8003,110.3967,297.98,90,1.87,50,1636056530
553,RU,Leshukonskoye,64.8989,45.7622,275.54,98,2.94,100,1636056531
554,IT,Laas,46.6166,10.7002,276.27,95,1.02,91,1636056531
555,RU,Deputatsky,69.3,139.9,250.48,99,1.55,80,1636056532
556,NO,Kjøllefjord,70.9457,27.3465,275.05,55,1.03,75,1636056532
